,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
2944,Satara,Black,60,45,80,6.0,900,20,Ginger,Urea
2948,Satara,Black,55,50,60,6.5,1000,25,Ginger,Urea
2949,Satara,Black,60,50,60,6.5,1000,25,Ginger,Urea
2952,Satara,Black,50,55,65,5.5,900,30,Ginger,Urea
2953,Satara,Black,55,55,65,5.5,900,30,Ginger,Urea
2955,Satara,Black,40,60,70,6.0,1000,35,Ginger,Urea
2956,Satara,Black,45,60,70,6.0,1000,35,Ginger,Urea
2957,Satara,Black,50,60,70,6.0,1000,35,Ginger,Urea
2960,Satara,Black,40,40,80,6.5,900,20,Ginger,Ammonium Sulphate
2961,Satara,Black,45,40,80,6.5,900,20,Ginger,Ammonium Sulphate
2962,Satara,Black,50,40,80,6.5,900,20,Ginger,Ammonium Sulphate
2964,Satara,Black,60,40,80,6.5,900,20,Ginger,Ammonium Sulphate
2969,Satara,Black,60,45,60,5.5,1000,25,Ginger,Ammonium Sulphate
2971,Satara,Black,45,50,65,6.0,900,30,Ginger,Ammonium Sulphate
2972,Satara,Black,50,50,65,6.0,900,30,Ginger,Ammonium Sulphate
2978,Satara,Black,55,55,70,6.5,1000,35,Ginger,Ammonium Sulphate
2979,Satara,Black,60,55,70,6.5,1000,35,Ginger,Ammonium Sulphate
2980,Satara,Black,40,60,75,5.5,900,20,Ginger,Ammonium Sulphate
2983,Satara,Black,55,60,75,5.5,900,20,Ginger,Ammonium Sulphate
2985,Satara,Red,50,50,40,5.5,900,20,Turmeric,Urea
2988,Satara,Red,50,55,45,6.0,1000,25,Turmeric,Urea
2989,Satara,Red,55,55,45,6.0,1000,25,Turmeric,Urea
2993,Satara,Red,60,60,50,6.5,900,30,Turmeric,Urea
2994,Satara,Red,50,50,45,7.0,1000,20,Turmeric,Ferrous Sulphate
2995,Satara,Red,55,50,45,7.0,1000,20,Turmeric,Ferrous Sulphate
2996,Satara,Red,60,50,45,7.0,1000,20,Turmeric,Ferrous Sulphate
2997,Satara,Red,50,55,50,7.5,900,25,Turmeric,Ferrous Sulphate
2998,Satara,Red,55,55,50,7.5,900,25,Turmeric,Ferrous Sulphate
2999,Satara,Red,60,55,50,7.5,900,25,Turmeric,Ferrous Sulphate
3001,Satara,Red,55,60,40,5.5,1000,30,Turmeric,Ferrous Sulphate
3004,Satara,Red,55,50,50,6.0,900,20,Turmeric,White Potash
3006,Satara,Red,50,55,40,6.5,1000,25,Turmeric,White Potash
3007,Satara,Red,55,55,40,6.5,1000,25,Turmeric,White Potash
3008,Satara,Red,60,55,40,6.5,1000,25,Turmeric,White Potash
3009,Satara,Red,50,60,45,7.0,900,30,Turmeric,White Potash
3010,Satara,Red,55,60,45,7.0,900,30,Turmeric,White Potash
3012,Satara,Black,60,40,40,6.0,500,15,Wheat,19:19:19 NPK
3013,Satara,Black,65,40,40,6.0,500,15,Wheat,19:19:19 NPK
3014,Satara,Black,70,40,40,6.0,500,15,Wheat,19:19:19 NPK
3015,Satara,Black,75,40,40,6.0,500,15,Wheat,19:19:19 NPK
3016,Satara,Black,80,40,40,6.0,500,15,Wheat,19:19:19 NPK
3019,Satara,Black,70,45,45,6.5,600,20,Wheat,19:19:19 NPK
3020,Satara,Black,75,45,45,6.5,600,20,Wheat,19:19:19 NPK
3024,Satara,Black,70,50,50,7.0,700,25,Wheat,19:19:19 NPK
3027,Satara,Black,60,55,55,7.5,500,15,Wheat,19:19:19 NPK
3029,Satara,Black,70,55,55,7.5,500,15,Wheat,19:19:19 NPK
3030,Satara,Black,75,55,55,7.5,500,15,Wheat,19:19:19 NPK
3031,Satara,Black,80,55,55,7.5,500,15,Wheat,19:19:19 NPK
3032,Satara,Black,60,60,60,6.0,600,20,Wheat,19:19:19 NPK
3034,Satara,Black,70,60,60,6.0,600,20,Wheat,19:19:19 NPK
3035,Satara,Black,75,60,60,6.0,600,20,Wheat,19:19:19 NPK
3036,Satara,Black,80,60,60,6.0,600,20,Wheat,19:19:19 NPK
3037,Satara,Black,60,40,45,6.5,700,25,Wheat,Urea
3038,Satara,Black,65,40,45,6.5,700,25,Wheat,Urea
3040,Satara,Black,75,40,45,6.5,700,25,Wheat,Urea
3044,Satara,Black,70,45,50,7.0,500,15,Wheat,Urea
3045,Satara,Black,75,45,50,7.0,500,15,Wheat,Urea
3048,Satara,Black,65,50,55,7.5,600,20,Wheat,Urea
3049,Satara,Black,70,50,55,7.5,600,20,Wheat,Urea
3050,Satara,Black,75,50,55,7.5,600,20,Wheat,Urea
3052,Satara,Black,60,55,60,6.0,700,25,Wheat,Urea
3053,Satara,Black,65,55,60,6.0,700,25,Wheat,Urea
3056,Satara,Black,80,55,60,6.0,700,25,Wheat,Urea
3057,Satara,Black,60,60,40,6.5,500,15,Wheat,Urea
3058,Satara,Black,65,60,40,6.5,500,15,Wheat,Urea
3059,Satara,Black,70,60,40,6.5,500,15,Wheat,Urea
3060,Satara,Black,75,60,40,6.5,500,15,Wheat,Urea
3062,Satara,Black,60,40,50,7.0,600,20,Wheat,19:19:19 NPK
3065,Satara,Black,75,40,50,7.0,600,20,Wheat,19:19:19 NPK
3067,Satara,Black,60,45,55,7.5,700,25,Wheat,19:19:19 NPK
3070,Satara,Black,75,45,55,7.5,700,25,Wheat,19:19:19 NPK
3071,Satara,Black,80,45,55,7.5,700,25,Wheat,19:19:19 NPK
3072,Satara,Black,60,50,60,6.0,500,15,Wheat,19:19:19 NPK
3074,Satara,Black,70,50,60,6.0,500,15,Wheat,19:19:19 NPK
3075,Satara,Black,75,50,60,6.0,500,15,Wheat,19:19:19 NPK
3076,Satara,Black,80,50,60,6.0,500,15,Wheat,19:19:19 NPK
3077,Satara,Black,60,55,40,6.5,600,20,Wheat,19:19:19 NPK
3081,Satara,Black,80,55,40,6.5,600,20,Wheat,19:19:19 NPK
3083,Satara,Black,65,60,45,7.0,700,25,Wheat,19:19:19 NPK
3086,Satara,Black,80,60,45,7.0,700,25,Wheat,19:19:19 NPK
3088,Satara,Black,65,40,55,7.5,500,15,Wheat,Urea
3093,Satara,Black,65,45,60,6.0,600,20,Wheat,Urea
3094,Satara,Black,70,45,60,6.0,600,20,Wheat,Urea
3095,Satara,Black,75,45,60,6.0,600,20,Wheat,Urea
3098,Satara,Black,65,50,40,6.5,700,25,Wheat,Urea
3105,Satara,Black,75,55,45,7.0,500,15,Wheat,Urea
3106,Satara,Black,80,55,45,7.0,500,15,Wheat,Urea
3109,Satara,Black,70,60,50,7.5,600,20,Wheat,Urea
3111,Satara,Black,80,60,50,7.5,600,20,Wheat,Urea
3115,Satara,Black,75,40,60,6.0,700,25,Wheat,19:19:19 NPK
3117,Satara,Black,60,45,40,6.5,500,15,Wheat,19:19:19 NPK
3122,Satara,Black,60,50,45,7.0,600,20,Wheat,19:19:19 NPK
3124,Satara,Black,70,50,45,7.0,600,20,Wheat,19:19:19 NPK
3125,Satara,Black,75,50,45,7.0,600,20,Wheat,19:19:19 NPK
3126,Satara,Black,80,50,45,7.0,600,20,Wheat,19:19:19 NPK
3127,Satara,Black,60,55,50,7.5,700,25,Wheat,19:19:19 NPK
3130,Satara,Black,75,55,50,7.5,700,25,Wheat,19:19:19 NPK
3131,Satara,Black,80,55,50,7.5,700,25,Wheat,19:19:19 NPK
3132,Satara,Black,60,60,55,6.0,500,15,Wheat,19:19:19 NPK
3134,Satara,Black,70,60,55,6.0,500,15,Wheat,19:19:19 NPK
3135,Satara,Black,75,60,55,6.0,500,15,Wheat,19:19:19 NPK
3136,Satara,Black,80,60,55,6.0,500,15,Wheat,19:19:19 NPK
3137,Sangli,Reddish Brown,120,60,80,6.5,700,20,Sugarcane,DAP
3138,Sangli,Reddish Brown,125,60,80,6.5,700,20,Sugarcane,DAP
3140,Sangli,Reddish Brown,135,60,80,6.5,700,20,Sugarcane,DAP
3143,Sangli,Reddish Brown,150,60,80,6.5,700,20,Sugarcane,DAP
3145,Sangli,Reddish Brown,125,65,85,7.0,800,25,Sugarcane,DAP
3148,Sangli,Reddish Brown,140,65,85,7.0,800,25,Sugarcane,DAP
3149,Sangli,Reddish Brown,145,65,85,7.0,800,25,Sugarcane,DAP
3153,Sangli,Reddish Brown,130,70,90,6.5,700,30,Sugarcane,DAP
3158,Sangli,Reddish Brown,120,75,95,7.0,800,20,Sugarcane,DAP
3159,Sangli,Reddish Brown,125,75,95,7.0,800,20,Sugarcane,DAP
3162,Sangli,Reddish Brown,140,75,95,7.0,800,20,Sugarcane,DAP
3170,Sangli,Reddish Brown,145,80,100,6.5,700,25,Sugarcane,DAP
3172,Sangli,Reddish Brown,120,60,85,7.0,800,30,Sugarcane,Urea
3175,Sangli,Reddish Brown,135,60,85,7.0,800,30,Sugarcane,Urea
3177,Sangli,Reddish Brown,145,60,85,7.0,800,30,Sugarcane,Urea
3178,Sangli,Reddish Brown,150,60,85,7.0,800,30,Sugarcane,Urea
3179,Sangli,Reddish Brown,120,65,90,6.5,700,20,Sugarcane,Urea
3182,Sangli,Reddish Brown,135,65,90,6.5,700,20,Sugarcane,Urea
3183,Sangli,Reddish Brown,140,65,90,6.5,700,20,Sugarcane,Urea
3184,Sangli,Reddish Brown,145,65,90,6.5,700,20,Sugarcane,Urea
3185,Sangli,Reddish Brown,150,65,90,6.5,700,20,Sugarcane,Urea
3186,Sangli,Reddish Brown,120,70,95,7.0,800,25,Sugarcane,Urea
3189,Sangli,Reddish Brown,135,70,95,7.0,800,25,Sugarcane,Urea
3194,Sangli,Reddish Brown,125,75,100,6.5,700,30,Sugarcane,Urea
3195,Sangli,Reddish Brown,130,75,100,6.5,700,30,Sugarcane,Urea
3197,Sangli,Reddish Brown,140,75,100,6.5,700,30,Sugarcane,Urea
3198,Sangli,Reddish Brown,145,75,100,6.5,700,30,Sugarcane,Urea
3200,Sangli,Reddish Brown,120,80,80,7.0,800,20,Sugarcane,Urea
3204,Sangli,Reddish Brown,140,80,80,7.0,800,20,Sugarcane,Urea
3205,Sangli,Reddish Brown,145,80,80,7.0,800,20,Sugarcane,Urea
3206,Sangli,Reddish Brown,150,80,80,7.0,800,20,Sugarcane,Urea
3207,Sangli,Reddish Brown,120,60,90,6.5,700,25,Sugarcane,MOP
3208,Sangli,Reddish Brown,125,60,90,6.5,700,25,Sugarcane,MOP
3210,Sangli,Reddish Brown,135,60,90,6.5,700,25,Sugarcane,MOP
3211,Sangli,Reddish Brown,140,60,90,6.5,700,25,Sugarcane,MOP
3215,Sangli,Reddish Brown,125,65,95,7.0,800,30,Sugarcane,MOP
3216,Sangli,Reddish Brown,130,65,95,7.0,800,30,Sugarcane,MOP
3218,Sangli,Reddish Brown,140,65,95,7.0,800,30,Sugarcane,MOP
3219,Sangli,Reddish Brown,145,65,95,7.0,800,30,Sugarcane,MOP
3223,Sangli,Reddish Brown,130,70,100,6.5,700,20,Sugarcane,MOP
3226,Sangli,Reddish Brown,145,70,100,6.5,700,20,Sugarcane,MOP
3233,Sangli,Reddish Brown,145,75,80,7.0,800,25,Sugarcane,MOP
3237,Sangli,Reddish Brown,130,80,85,6.5,700,30,Sugarcane,MOP
3239,Sangli,Reddish Brown,140,80,85,6.5,700,30,Sugarcane,MOP
3241,Sangli,Reddish Brown,150,80,85,6.5,700,30,Sugarcane,MOP
3243,Sangli,Reddish Brown,125,60,95,7.0,800,20,Sugarcane,DAP
3246,Sangli,Reddish Brown,140,60,95,7.0,800,20,Sugarcane,DAP
3249,Sangli,Reddish Brown,120,65,100,6.5,700,25,Sugarcane,DAP
3250,Sangli,Reddish Brown,125,65,100,6.5,700,25,Sugarcane,DAP
3251,Sangli,Reddish Brown,130,65,100,6.5,700,25,Sugarcane,DAP
3254,Sangli,Reddish Brown,145,65,100,6.5,700,25,Sugarcane,DAP
3255,Sangli,Reddish Brown,150,65,100,6.5,700,25,Sugarcane,DAP
3256,Sangli,Reddish Brown,120,70,80,7.0,800,30,Sugarcane,DAP
3257,Sangli,Reddish Brown,125,70,80,7.0,800,30,Sugarcane,DAP
3259,Sangli,Reddish Brown,135,70,80,7.0,800,30,Sugarcane,DAP
3260,Sangli,Reddish Brown,140,70,80,7.0,800,30,Sugarcane,DAP
3261,Sangli,Reddish Brown,145,70,80,7.0,800,30,Sugarcane,DAP
3262,Sangli,Reddish Brown,150,70,80,7.0,800,30,Sugarcane,DAP
3266,Sangli,Reddish Brown,135,75,85,6.5,700,20,Sugarcane,DAP
3268,Sangli,Reddish Brown,145,75,85,6.5,700,20,Sugarcane,DAP
3269,Sangli,Reddish Brown,150,75,85,6.5,700,20,Sugarcane,DAP
3270,Sangli,Reddish Brown,120,80,90,7.0,800,25,Sugarcane,DAP
3271,Sangli,Reddish Brown,125,80,90,7.0,800,25,Sugarcane,DAP
3272,Sangli,Reddish Brown,130,80,90,7.0,800,25,Sugarcane,DAP
3274,Sangli,Reddish Brown,140,80,90,7.0,800,25,Sugarcane,DAP
3276,Sangli,Reddish Brown,150,80,90,7.0,800,25,Sugarcane,DAP
3277,Sangli,Reddish Brown,120,60,100,6.5,700,30,Sugarcane,Urea
3281,Sangli,Reddish Brown,140,60,100,6.5,700,30,Sugarcane,Urea
3283,Sangli,Reddish Brown,150,60,100,6.5,700,30,Sugarcane,Urea
3289,Sangli,Reddish Brown,145,65,80,7.0,800,20,Sugarcane,Urea
3292,Sangli,Reddish Brown,125,70,85,6.5,700,25,Sugarcane,Urea
3293,Sangli,Reddish Brown,130,70,85,6.5,700,25,Sugarcane,Urea
3295,Sangli,Reddish Brown,140,70,85,6.5,700,25,Sugarcane,Urea
3296,Sangli,Reddish Brown,145,70,85,6.5,700,25,Sugarcane,Urea
3298,Sangli,Reddish Brown,120,75,90,7.0,800,30,Sugarcane,Urea
3299,Sangli,Reddish Brown,125,75,90,7.0,800,30,Sugarcane,Urea
3300,Sangli,Reddish Brown,130,75,90,7.0,800,30,Sugarcane,Urea
3301,Sangli,Reddish Brown,135,75,90,7.0,800,30,Sugarcane,Urea
3302,Sangli,Reddish Brown,140,75,90,7.0,800,30,Sugarcane,Urea
3303,Sangli,Reddish Brown,145,75,90,7.0,800,30,Sugarcane,Urea
3305,Sangli,Reddish Brown,120,80,95,6.5,700,20,Sugarcane,Urea
3309,Sangli,Reddish Brown,140,80,95,6.5,700,20,Sugarcane,Urea
3310,Sangli,Reddish Brown,145,80,95,6.5,700,20,Sugarcane,Urea
3311,Sangli,Reddish Brown,150,80,95,6.5,700,20,Sugarcane,Urea
3313,Sangli,Red,85,40,120,6.0,700,20,Grapes,Ferrous Sulphate
3317,Sangli,Red,80,45,125,6.5,800,25,Grapes,Ferrous Sulphate
3318,Sangli,Red,85,45,125,6.5,800,25,Grapes,Ferrous Sulphate
3320,Sangli,Red,95,45,125,6.5,800,25,Grapes,Ferrous Sulphate
3324,Sangli,Red,90,50,130,7.0,700,30,Grapes,Ferrous Sulphate
3325,Sangli,Red,95,50,130,7.0,700,30,Grapes,Ferrous Sulphate
3328,Sangli,Red,85,55,135,7.5,800,20,Grapes,Ferrous Sulphate
3330,Sangli,Red,95,55,135,7.5,800,20,Grapes,Ferrous Sulphate
3332,Sangli,Red,80,60,140,6.0,700,25,Grapes,Ferrous Sulphate
3336,Sangli,Red,100,60,140,6.0,700,25,Grapes,Ferrous Sulphate
3339,Sangli,Red,90,40,125,6.5,800,30,Grapes,10:10:10 NPK
3342,Sangli,Red,80,45,130,7.0,700,20,Grapes,10:10:10 NPK
3344,Sangli,Red,90,45,130,7.0,700,20,Grapes,10:10:10 NPK
3346,Sangli,Red,100,45,130,7.0,700,20,Grapes,10:10:10 NPK
3347,Sangli,Red,80,50,135,7.5,800,25,Grapes,10:10:10 NPK
3349,Sangli,Red,90,50,135,7.5,800,25,Grapes,10:10:10 NPK
3350,Sangli,Red,95,50,135,7.5,800,25,Grapes,10:10:10 NPK
3351,Sangli,Red,100,50,135,7.5,800,25,Grapes,10:10:10 NPK
3354,Sangli,Red,90,55,140,6.0,700,30,Grapes,10:10:10 NPK
3355,Sangli,Red,95,55,140,6.0,700,30,Grapes,10:10:10 NPK
3356,Sangli,Red,100,55,140,6.0,700,30,Grapes,10:10:10 NPK
3357,Sangli,Red,80,60,120,6.5,800,20,Grapes,10:10:10 NPK
3359,Sangli,Red,90,60,120,6.5,800,20,Grapes,10:10:10 NPK
3361,Sangli,Red,100,60,120,6.5,800,20,Grapes,10:10:10 NPK
3369,Sangli,Red,90,45,135,7.5,800,30,Grapes,Hydrated Lime
3372,Sangli,Red,80,50,140,6.0,700,20,Grapes,Hydrated Lime
3374,Sangli,Red,90,50,140,6.0,700,20,Grapes,Hydrated Lime
3376,Sangli,Red,100,50,140,6.0,700,20,Grapes,Hydrated Lime
3379,Sangli,Red,90,55,120,6.5,800,25,Grapes,Hydrated Lime
3381,Sangli,Red,100,55,120,6.5,800,25,Grapes,Hydrated Lime
3382,Sangli,Red,80,60,125,7.0,700,30,Grapes,Hydrated Lime
3383,Sangli,Red,85,60,125,7.0,700,30,Grapes,Hydrated Lime
3385,Sangli,Red,95,60,125,7.0,700,30,Grapes,Hydrated Lime
3386,Sangli,Red,100,60,125,7.0,700,30,Grapes,Hydrated Lime
3387,Sangli,Red,80,40,135,7.5,800,20,Grapes,Ferrous Sulphate
3388,Sangli,Red,85,40,135,7.5,800,20,Grapes,Ferrous Sulphate
3389,Sangli,Red,90,40,135,7.5,800,20,Grapes,Ferrous Sulphate
3396,Sangli,Red,100,45,140,6.0,700,25,Grapes,Ferrous Sulphate
3397,Sangli,Red,80,50,120,6.5,800,30,Grapes,Ferrous Sulphate
3399,Sangli,Red,90,50,120,6.5,800,30,Grapes,Ferrous Sulphate
3401,Sangli,Red,100,50,120,6.5,800,30,Grapes,Ferrous Sulphate
3406,Sangli,Red,100,55,125,7.0,700,20,Grapes,Ferrous Sulphate
3411,Sangli,Red,100,60,130,7.5,800,25,Grapes,Ferrous Sulphate
3412,Sangli,Red,80,40,140,6.0,700,30,Grapes,10:10:10 NPK
3413,Sangli,Red,85,40,140,6.0,700,30,Grapes,10:10:10 NPK
3415,Sangli,Red,95,40,140,6.0,700,30,Grapes,10:10:10 NPK
3417,Sangli,Red,80,45,120,6.5,800,20,Grapes,10:10:10 NPK
3420,Sangli,Red,95,45,120,6.5,800,20,Grapes,10:10:10 NPK
3421,Sangli,Red,100,45,120,6.5,800,20,Grapes,10:10:10 NPK
3423,Sangli,Red,85,50,125,7.0,700,25,Grapes,10:10:10 NPK
3424,Sangli,Red,90,50,125,7.0,700,25,Grapes,10:10:10 NPK
3426,Sangli,Red,100,50,125,7.0,700,25,Grapes,10:10:10 NPK
3428,Sangli,Red,85,55,130,7.5,800,30,Grapes,10:10:10 NPK
3431,Sangli,Red,100,55,130,7.5,800,30,Grapes,10:10:10 NPK
3432,Sangli,Red,80,60,135,6.0,700,20,Grapes,10:10:10 NPK
3437,Sangli,Black,120,60,40,5.5,500,20,Maize,MOP
3439,Sangli,Black,130,60,40,5.5,500,20,Maize,MOP
3442,Sangli,Black,145,60,40,5.5,500,20,Maize,MOP
3445,Sangli,Black,125,65,45,6.0,600,25,Maize,MOP
3446,Sangli,Black,130,65,45,6.0,600,25,Maize,MOP
3452,Sangli,Black,125,70,50,6.5,500,30,Maize,MOP
3454,Sangli,Black,135,70,50,6.5,500,30,Maize,MOP
3456,Sangli,Black,145,70,50,6.5,500,30,Maize,MOP
3457,Sangli,Black,150,70,50,6.5,500,30,Maize,MOP
3458,Sangli,Black,120,75,55,7.0,600,20,Maize,MOP
3459,Sangli,Black,125,75,55,7.0,600,20,Maize,MOP
3460,Sangli,Black,130,75,55,7.0,600,20,Maize,MOP
3461,Sangli,Black,135,75,55,7.0,600,20,Maize,MOP
3462,Sangli,Black,140,75,55,7.0,600,20,Maize,MOP
3466,Sangli,Black,125,80,60,7.5,500,25,Maize,MOP
3467,Sangli,Black,130,80,60,7.5,500,25,Maize,MOP
3469,Sangli,Black,140,80,60,7.5,500,25,Maize,MOP
3470,Sangli,Black,145,80,60,7.5,500,25,Maize,MOP
3473,Sangli,Black,125,60,45,5.5,600,30,Maize,SSP
3478,Sangli,Black,150,60,45,5.5,600,30,Maize,SSP
3482,Sangli,Black,135,65,50,6.0,500,20,Maize,SSP
3483,Sangli,Black,140,65,50,6.0,500,20,Maize,SSP
3484,Sangli,Black,145,65,50,6.0,500,20,Maize,SSP
3488,Sangli,Black,130,70,55,6.5,600,25,Maize,SSP
3489,Sangli,Black,135,70,55,6.5,600,25,Maize,SSP
3490,Sangli,Black,140,70,55,6.5,600,25,Maize,SSP
3491,Sangli,Black,145,70,55,6.5,600,25,Maize,SSP
3492,Sangli,Black,150,70,55,6.5,600,25,Maize,SSP
3493,Sangli,Black,120,75,60,7.0,500,30,Maize,SSP
3496,Sangli,Black,135,75,60,7.0,500,30,Maize,SSP
3498,Sangli,Black,145,75,60,7.0,500,30,Maize,SSP
3499,Sangli,Black,150,75,60,7.0,500,30,Maize,SSP
3501,Sangli,Black,125,80,40,7.5,600,20,Maize,SSP
3502,Sangli,Black,130,80,40,7.5,600,20,Maize,SSP
3503,Sangli,Black,135,80,40,7.5,600,20,Maize,SSP
3504,Sangli,Black,140,80,40,7.5,600,20,Maize,SSP
3505,Sangli,Black,145,80,40,7.5,600,20,Maize,SSP
3506,Sangli,Black,150,80,40,7.5,600,20,Maize,SSP
3509,Sangli,Black,130,60,50,5.5,500,25,Maize,Urea
3513,Sangli,Black,150,60,50,5.5,500,25,Maize,Urea
3516,Sangli,Black,130,65,55,6.0,600,30,Maize,Urea
3519,Sangli,Black,145,65,55,6.0,600,30,Maize,Urea
3521,Sangli,Black,120,70,60,6.5,500,20,Maize,Urea
3523,Sangli,Black,130,70,60,6.5,500,20,Maize,Urea
3524,Sangli,Black,135,70,60,6.5,500,20,Maize,Urea
3526,Sangli,Black,145,70,60,6.5,500,20,Maize,Urea
3527,Sangli,Black,150,70,60,6.5,500,20,Maize,Urea
3528,Sangli,Black,120,75,40,7.0,600,25,Maize,Urea
3529,Sangli,Black,125,75,40,7.0,600,25,Maize,Urea
3530,Sangli,Black,130,75,40,7.0,600,25,Maize,Urea
3532,Sangli,Black,140,75,40,7.0,600,25,Maize,Urea
3533,Sangli,Black,145,75,40,7.0,600,25,Maize,Urea
3534,Sangli,Black,150,75,40,7.0,600,25,Maize,Urea
3535,Sangli,Black,120,80,45,7.5,500,30,Maize,Urea
3536,Sangli,Black,125,80,45,7.5,500,30,Maize,Urea
3537,Sangli,Black,130,80,45,7.5,500,30,Maize,Urea
3538,Sangli,Black,135,80,45,7.5,500,30,Maize,Urea
3539,Sangli,Black,140,80,45,7.5,500,30,Maize,Urea
3542,Sangli,Black,120,60,55,5.5,600,20,Maize,MOP
3546,Sangli,Black,140,60,55,5.5,600,20,Maize,MOP
3547,Sangli,Black,145,60,55,5.5,600,20,Maize,MOP
3548,Sangli,Black,150,60,55,5.5,600,20,Maize,MOP
3551,Sangli,Black,130,65,60,6.0,500,25,Maize,MOP
3555,Sangli,Black,150,65,60,6.0,500,25,Maize,MOP
3564,Sangli,Black,125,75,45,7.0,500,20,Maize,MOP
3566,Sangli,Black,135,75,45,7.0,500,20,Maize,MOP
3567,Sangli,Black,140,75,45,7.0,500,20,Maize,MOP
3569,Sangli,Black,150,75,45,7.0,500,20,Maize,MOP
3570,Sangli,Black,120,80,50,7.5,600,25,Maize,MOP
3572,Sangli,Black,130,80,50,7.5,600,25,Maize,MOP
3573,Sangli,Black,135,80,50,7.5,600,25,Maize,MOP
3581,Sangli,Black,140,60,60,5.5,500,30,Maize,SSP
3584,Sangli,Black,120,65,40,6.0,600,20,Maize,SSP
3585,Sangli,Black,125,65,40,6.0,600,20,Maize,SSP
3586,Sangli,Black,130,65,40,6.0,600,20,Maize,SSP
3587,Sangli,Black,135,65,40,6.0,600,20,Maize,SSP
3594,Sangli,Black,135,70,45,6.5,500,25,Maize,SSP
3598,Sangli,Black,120,75,50,7.0,600,30,Maize,SSP
3600,Sangli,Black,130,75,50,7.0,600,30,Maize,SSP
3602,Sangli,Black,140,75,50,7.0,600,30,Maize,SSP
3603,Sangli,Black,145,75,50,7.0,600,30,Maize,SSP
3605,Sangli,Black,120,80,55,7.5,500,20,Maize,SSP
3606,Sangli,Black,125,80,30,7.5,500,20,Maize,SSP
3608,Sangli,Black,135,80,30,7.5,500,20,Maize,SSP
3611,Sangli,Black,150,80,40,7.5,500,20,Maize,SSP
3612,Sangli,Black,100,40,40,6.0,800,15,Wheat,19:19:19 NPK
3615,Sangli,Black,115,40,40,6.0,800,15,Wheat,19:19:19 NPK
3616,Sangli,Black,120,40,40,6.0,800,15,Wheat,19:19:19 NPK
3617,Sangli,Black,100,45,45,6.5,900,20,Wheat,19:19:19 NPK
3621,Sangli,Black,120,45,45,6.5,900,20,Wheat,19:19:19 NPK
3623,Sangli,Black,105,50,50,7.0,800,25,Wheat,19:19:19 NPK
3624,Sangli,Black,110,50,50,7.0,800,25,Wheat,19:19:19 NPK
3626,Sangli,Black,120,50,50,7.0,800,25,Wheat,19:19:19 NPK
3627,Sangli,Black,100,55,55,7.5,900,15,Wheat,19:19:19 NPK
3629,Sangli,Black,110,55,55,7.5,900,15,Wheat,19:19:19 NPK
3630,Sangli,Black,115,55,55,7.5,900,15,Wheat,19:19:19 NPK
3631,Sangli,Black,120,55,55,7.5,900,15,Wheat,19:19:19 NPK
3632,Sangli,Black,100,60,60,6.0,800,20,Wheat,19:19:19 NPK
3634,Sangli,Black,110,60,60,6.0,800,20,Wheat,19:19:19 NPK
3635,Sangli,Black,115,60,60,6.0,800,20,Wheat,19:19:19 NPK
3643,Sangli,Black,105,45,50,7.0,800,15,Wheat,Urea
3644,Sangli,Black,110,45,50,7.0,800,15,Wheat,Urea
3645,Sangli,Black,115,45,50,7.0,800,15,Wheat,Urea
3646,Sangli,Black,120,45,50,7.0,800,15,Wheat,Urea
3648,Sangli,Black,105,50,55,7.5,900,20,Wheat,Urea
3653,Sangli,Black,105,55,60,6.0,800,25,Wheat,Urea
3655,Sangli,Black,115,55,60,6.0,800,25,Wheat,Urea
3657,Sangli,Black,100,60,40,6.5,900,15,Wheat,Urea
3659,Sangli,Black,110,60,40,6.5,900,15,Wheat,Urea
3660,Sangli,Black,115,60,40,6.5,900,15,Wheat,Urea
3664,Sangli,Black,110,40,50,7.0,800,15,Wheat,19:19:19 NPK
3673,Sangli,Black,105,50,60,6.0,800,25,Wheat,19:19:19 NPK
3678,Sangli,Black,105,55,40,6.5,900,15,Wheat,19:19:19 NPK
3679,Sangli,Black,110,55,40,6.5,900,15,Wheat,19:19:19 NPK
3680,Sangli,Black,115,55,40,6.5,900,15,Wheat,19:19:19 NPK
3683,Sangli,Black,105,60,45,7.0,800,20,Wheat,19:19:19 NPK
3685,Sangli,Black,115,60,45,7.0,800,20,Wheat,19:19:19 NPK
3692,Sangli,Black,100,45,60,6.0,800,15,Wheat,Urea
3694,Sangli,Black,110,45,60,6.0,800,15,Wheat,Urea
3695,Sangli,Black,115,45,60,6.0,800,15,Wheat,Urea
3708,Sangli,Black,105,60,50,7.5,900,15,Wheat,Urea
3710,Sangli,Black,115,60,50,7.5,900,15,Wheat,Urea
3712,Sangli,Black,100,40,60,6.0,800,15,Wheat,19:19:19 NPK
3713,Sangli,Black,105,40,60,6.0,800,15,Wheat,19:19:19 NPK
3714,Sangli,Black,110,40,60,6.0,800,15,Wheat,19:19:19 NPK
3715,Sangli,Black,115,40,60,6.0,800,15,Wheat,19:19:19 NPK
3717,Sangli,Black,100,45,40,6.5,900,20,Wheat,19:19:19 NPK
3720,Sangli,Black,115,45,40,6.5,900,20,Wheat,19:19:19 NPK
3721,Sangli,Black,120,45,40,6.5,900,20,Wheat,19:19:19 NPK
